,Demand,Predict
189,30656.1666667,28718.5795275
190,28236.0,29725.9202303
191,26189.3333333,30051.0689104
192,24524.1666667,23559.0013963
193,23272.6666667,23820.9650992
194,22711.5,25574.068986
195,22690.0,26370.4288162
196,23348.0,27871.691829
197,26099.8333333,28561.2199424
198,31101.1666667,29170.5255183
199,33947.0,29320.2858006
200,35211.1666667,29064.4292801
201,35889.5,29045.5048937
202,35733.3333333,30522.4561342
203,35650.1666667,31249.2988037
204,35546.6666667,32273.309025
205,34226.3333333,31821.5499515
206,33591.8333333,31098.9032651
207,33326.5,30447.6795633
208,33371.0,31239.3865214
209,33752.6666667,33400.450325
210,36349.5,34675.7393064
211,37084.1666667,33827.8211284
212,36362.0,32982.7110485
213,33752.5,31501.6078425
214,30774.8333333,31725.615201
215,28548.3333333,32172.174537
216,26433.8333333,24982.567777
217,25172.6666667,26366.3691593
218,24404.6666667,26350.763951
219,24190.1666667,27470.6363298
220,24884.0,28595.9463001
221,27328.8333333,29589.283102
222,31948.0,30502.2001904
223,34863.8333333,31976.4433114
224,36238.5,33333.3004253
225,36564.8333333,34832.9736083
226,36270.8333333,35332.4720627
227,36010.0,35727.5326895
228,35709.3333333,34976.6510801
229,34046.1666667,34673.4550909
230,33311.8333333,35142.6871876
231,33048.6666667,34642.0637085
232,33235.8333333,32797.8677056
233,33776.3333333,32714.5918756
234,36357.6666667,32697.3783033
235,37584.3333333,32302.4613173
236,37192.5,32965.7068377
237,34552.0,31938.8499373
238,31027.1666667,32371.3074882
239,28731.8333333,31914.597048
240,26630.1666667,24244.7413406
241,25051.1666667,24146.1403787
242,24593.0,24032.0911872
243,24447.0,24096.9485962
244,24949.0,26193.8697758
245,27422.6666667,26711.0577229
246,32296.5,27920.2251154
247,35245.8333333,30412.4978422
248,36440.1666667,32781.8091317
249,36650.5,34909.3746732
250,36587.1666667,35197.0936528
251,36211.1666667,35457.0708073
252,36051.5,36156.2787634
253,34744.6666667,35620.2893306
254,34076.3333333,34862.5148512
255,33981.3333333,34805.0206981
256,34064.6666667,33378.1440108
257,34712.1666667,33114.0510025
258,37513.1666667,32282.5513099
259,38486.1666667,32367.4403345
260,37677.0,33714.1407808
261,34994.3333333,34590.3316975
262,31486.5,34307.7942041
263,28946.3333333,35176.701555
264,26792.8333333,28274.5955879
265,25280.5,29387.0737721
266,24702.3333333,29623.5347954
267,24556.5,30576.8759417
268,25036.5,30682.6611419
269,27494.6666667,30792.4687783
270,32245.1666667,30901.8948428
271,34782.8333333,32995.2320691
272,36129.0,34414.7899308
273,36800.1666667,35511.3525276
274,36713.8333333,34522.410389
275,36386.0,35453.5326468
276,36473.8333333,34392.1370131
277,35365.1666667,35078.5932206
278,34724.8333333,37166.2442659
279,34630.8333333,38641.8671035
280,34702.6666667,35966.3835707
281,34898.1666667,35091.8666885
282,37577.1666667,33698.2553016
283,38202.5,34081.3674897
284,37539.8333333,33826.1973699
285,34983.6666667,35334.8560476
286,31607.6666667,35075.0818975
287,28820.6666667,36552.8670117
288,26655.8333333,29404.9636451
289,25253.1666667,29804.9954616
290,24651.5,30420.1140124
291,24558.0,30019.0384308
292,25097.3333333,29895.4716526
293,27604.1666667,29418.8550179
294,31950.5,29145.177153
295,34604.8333333,31429.8558014
296,36074.1666667,33621.7810188
297,36719.1666667,35531.7081341
298,36656.3333333,36504.1137004
299,36094.6666667,37311.327703
300,35847.5,38286.4524284
301,34460.0,36764.1877446
302,33738.0,34719.7982832
303,33089.8333333,34064.3633997
304,33102.6666667,33973.8926586
305,33390.3333333,33899.1666715
306,35752.8333333,33708.7989792
307,36308.8333333,34626.4850649
308,35857.8333333,34557.7862039
309,33835.1666667,34325.051427
310,31000.6666667,34067.1021613
311,28846.3333333,34021.0156488
312,26605.1666667,25731.7800304
313,25032.6666667,25389.3075176
314,24207.1666667,24473.2124728
315,23781.5,24123.8232435
316,23590.3333333,24277.0063534
317,24198.3333333,24520.7797281
318,25404.6666667,24115.4871345
319,26680.8333333,27625.9326458
320,29787.1666667,30447.6035839
321,31783.6666667,33157.0038483
322,32023.5,33735.2667563
323,31262.8333333,35623.9248903
324,31211.0,35736.1407483
325,30411.6666667,35152.8575458
326,28950.0,35253.4244593
327,28231.5,34330.6653857
328,27950.0,32636.6043585
329,28546.8333333,32638.2961073
330,31223.3333333,32179.9858325
331,32280.8333333,31250.7804386
332,32451.0,31390.1722932
333,31107.5,31729.1740788
334,29015.5,31797.3797508
335,26777.6666667,32647.4965137
336,24524.1666667,25649.9093963
337,23272.6666667,26801.4831598
338,22711.5,26916.7817884
339,22690.0,27564.0823985
340,23348.0,28449.3662331
341,26099.8333333,28874.9936282
342,31101.1666667,29224.5364857
343,33947.0,30031.4256142
344,35211.1666667,30143.3443398
345,35889.5,29888.1512423
346,35733.3333333,30642.3909367
347,35650.1666667,31170.5690894
348,35546.6666667,31414.2605087
349,34226.3333333,31699.0027355
350,33591.8333333,31725.7475017
351,33326.5,32224.7653345
352,33371.0,32233.3288483
353,33752.6666667,32519.3941907
354,36349.5,33559.8811767
355,37084.1666667,32911.3225472
356,36362.0,33704.7532403
357,33752.5,35522.6121367
358,30774.8333333,33765.6926553
359,28548.3333333,35566.8903023
360,26433.8333333,27589.0839242
361,25172.6666667,27821.483413
362,24404.6666667,29105.4569005
363,24190.1666667,29160.5243772
364,24884.0,30299.244449
365,27328.8333333,31036.479966
366,31948.0,31524.3731622
367,34863.8333333,32958.8176794
368,36238.5,34189.9076947
369,36564.8333333,35147.6188176
370,36270.8333333,37333.0276564
371,36010.0,36189.7614881
372,35709.3333333,37686.7887996
373,34046.1666667,37930.4153703
374,33311.8333333,36680.9592661
375,33048.6666667,36484.356068
376,33235.8333333,35311.3992915
377,33776.3333333,33399.2399078
378,36357.6666667,31794.519858
379,37584.3333333,32488.6980549
380,37192.5,32991.1937258
381,34552.0,33270.6886697
382,31027.1666667,33185.6397441
383,28731.8333333,32702.5471561
384,26630.1666667,24957.6122043
385,25051.1666667,25663.5082938
386,24593.0,25514.1688911
387,24447.0,25742.5950574
388,24949.0,26381.5420791
389,27422.6666667,26365.1571873
390,32296.5,28412.7223036
391,35245.8333333,30973.5911334
392,36440.1666667,32353.285545
393,36650.5,34605.0510089
394,36587.1666667,35166.5259944
395,36211.1666667,36568.4256788
396,36051.5,36749.5661582
397,34744.6666667,35915.1375972
398,34076.3333333,34446.3067907
399,33981.3333333,34671.9232684
400,34064.6666667,34567.0306616
401,34712.1666667,33993.0587001
402,37513.1666667,34365.7160706
403,38486.1666667,34281.1319381
404,37677.0,35257.0695202
405,34994.3333333,35367.3784316
406,31486.5,34297.8075623
407,28946.3333333,33532.28565
408,26792.8333333,25206.119599
409,25280.5,25607.8417637
410,24702.3333333,26393.149102
411,24556.5,26937.399764
412,25036.5,27398.9617848
413,27494.6666667,27168.6307929
414,32245.1666667,27437.19416
415,34782.8333333,29855.7348216
416,36129.0,31891.449579
417,36800.1666667,33769.8530875
418,36713.8333333,34255.8628684
419,36386.0,34960.5453959
420,36473.8333333,34981.7925813
421,35365.1666667,34338.509136
422,34724.8333333,33480.8211646
423,34630.8333333,34112.1276163
424,34702.6666667,34703.6501018
425,34898.1666667,34924.3826071
426,37577.1666667,36161.4017094
427,38202.5,35550.3823572
428,37539.8333333,35445.0904538
429,34983.6666667,36719.7679495
430,31607.6666667,36087.7146373
431,28820.6666667,35462.6179332
432,26655.8333333,28262.8050786
433,25253.1666667,28648.9511212
434,24651.5,27932.4761455
435,24558.0,28081.9653166
436,25097.3333333,27933.0335669
437,27604.1666667,27859.3408782
438,31950.5,27786.9464177
439,34604.8333333,29615.5812808
440,36074.1666667,32443.4761209
441,36719.1666667,34990.7803952
442,36656.3333333,35069.5640752
443,36094.6666667,35225.6717847
444,35847.5,35134.7160434
445,34460.0,33973.5338685
446,33738.0,33675.1910037
447,33089.8333333,33070.9880346
448,33102.6666667,32181.6002532
449,33390.3333333,31176.1280156
450,35752.8333333,31404.7803886
451,36308.8333333,31944.3128878
452,35857.8333333,32671.0657354
453,33835.1666667,32347.9975024
454,31000.6666667,32709.0981346
455,28846.3333333,31870.9024082
456,26605.1666667,24679.9533158
457,25032.6666667,24887.3227419
458,24207.1666667,24744.170572
459,23781.5,24384.9764428
460,23590.3333333,25298.3813333
461,24198.3333333,26191.6972202
462,25404.6666667,26390.201064
463,26680.8333333,27959.2556918
464,29787.1666667,29636.2302115
465,31783.6666667,31580.32127
466,32023.5,32855.3484917
467,31262.8333333,33602.6855204
468,31211.0,34078.0255849
469,30411.6666667,33549.223252
470,28950.0,32342.1797102
471,28231.5,31503.6292768
472,27950.0,30180.8506616
473,28546.8333333,29541.578541
474,31223.3333333,28937.193831
475,32280.8333333,29297.8966483
476,32451.0,30279.4753215
477,31107.5,30741.8721676
478,29015.5,30876.3143427
479,26777.6666667,30922.7480477
480,24596.8333333,24532.2162891
481,23004.8333333,24623.6500602
482,22253.5,25201.9197235
483,21864.1666667,25889.2129901
484,22148.1666667,25391.6454742
485,22550.8333333,24012.9543481
486,23151.6666667,23502.7396137
487,23503.8333333,25772.0972914
488,25751.8333333,26507.7756251
489,27616.8333333,28233.2767796
490,28204.6666667,29988.9087328
491,27968.3333333,32199.9712826
492,28124.1666667,31947.8830197
493,27864.1666667,32061.300631
494,26618.6666667,31405.8818429
495,25927.6666667,31999.2556211
496,25584.8333333,30046.9969176
497,26388.8333333,27584.93454
498,29542.0,27414.9709969
499,31502.6666667,28068.9141546
500,31923.6666667,28411.7699186
501,30976.1666667,28108.3136913
502,28708.6666667,28842.913129
503,26087.0,28898.0020921
504,26433.8333333,29019.1622734
505,25172.6666667,29839.7002002
506,24404.6666667,29851.1980798
507,24190.1666667,29849.319657
508,24884.0,30321.3864781
509,27328.8333333,30462.4884222
510,31948.0,30130.8882005
511,34863.8333333,32470.1768511
512,36238.5,34905.732302
513,36564.8333333,37054.4074698
514,36270.8333333,36701.378423
515,36010.0,36958.7216061
516,35709.3333333,37153.9944241
517,34046.1666667,35178.5884849
518,33311.8333333,35075.770815
519,33048.6666667,34507.7960746
520,33235.8333333,32370.6371703
521,33776.3333333,30358.0531409
522,36357.6666667,28967.8401606
523,37584.3333333,30969.0111378
524,37192.5,32725.2591533
525,34552.0,34250.8102945
526,31027.1666667,33882.0237317
527,28731.8333333,33536.1951687
528,26630.1666667,25199.5876156
529,25051.1666667,26051.8865718
530,24593.0,26058.4618407
531,24447.0,26161.7359274
532,24949.0,27391.8342471
533,27422.6666667,27696.5138388
534,32296.5,28586.2448094
535,35245.8333333,29971.6585176
536,36440.1666667,32481.8659543
537,36650.5,35170.0430121
538,36587.1666667,35474.5552707
539,36211.1666667,35489.6782179
540,36051.5,35468.1643227
541,34744.6666667,33861.4749671
542,34076.3333333,34454.7662928
543,33981.3333333,33207.3930929
544,34064.6666667,33635.5160189
545,34712.1666667,33466.7984512
546,37513.1666667,34057.0357455
547,38486.1666667,34503.9352437
548,37677.0,33989.5855541
549,34994.3333333,34257.3197799
550,31486.5,34102.917716
551,28946.3333333,33884.5101776
552,26792.8333333,25548.3149179
553,25280.5,26801.7828888
554,24702.3333333,27098.9191229
555,24556.5,28795.5739566
556,25036.5,27654.9915593
557,27494.6666667,27047.627791
558,32245.1666667,26686.3780004
559,34782.8333333,28141.9297657
560,36129.0,30496.2675124
561,36800.1666667,32180.7714397
562,36713.8333333,33690.1616243
563,36386.0,35144.7879737
564,36473.8333333,36715.4923623
565,35365.1666667,35873.668442
566,34724.8333333,35591.9471333
567,34630.8333333,34690.192751
568,34702.6666667,33911.5700092
569,34898.1666667,33500.1095588
570,37577.1666667,33346.2585263
571,38202.5,33153.2707217
572,37539.8333333,34430.4990422
573,34983.6666667,34453.4708643
574,31607.6666667,33747.6938194
575,28820.6666667,32828.4078748
576,26655.8333333,24911.0637374
577,25253.1666667,25398.5673161
578,24651.5,25824.5277678
579,24558.0,26426.4395699
580,25097.3333333,26639.3190014
581,27604.1666667,27087.9480667
582,31950.5,26727.6640154
583,34604.8333333,29741.6308251
584,36074.1666667,31341.0907418
585,36719.1666667,33158.8199688
586,36656.3333333,33602.6521238
587,36094.6666667,34295.2439305
588,35847.5,34417.192862
589,34460.0,33675.7860622
590,33738.0,33113.6697303
591,33089.8333333,31695.1716231
592,33102.6666667,31052.181396
593,33390.3333333,30488.5239174
594,35752.8333333,30873.1161666
595,36308.8333333,30574.4295856
596,35857.8333333,31163.2141668
597,33835.1666667,30137.0548875
598,31000.6666667,30395.8250927
599,28846.3333333,30655.6116818
600,26605.1666667,22982.4986945
601,25032.6666667,23881.6626973
602,24207.1666667,23925.365911
603,23781.5,24451.1178095
604,23590.3333333,25126.1581536
605,24198.3333333,25932.1283612
606,25404.6666667,26519.6853559
607,26680.8333333,28254.2633252
608,29787.1666667,30148.0423523
609,31783.6666667,31177.3584803
610,32023.5,31796.8132716
611,31262.8333333,32205.0862126
612,31211.0,33243.0932392
613,30411.6666667,32017.3190102
614,28950.0,31653.3221081
615,28231.5,30603.2461817
616,27950.0,29419.0841506
617,28546.8333333,28427.7273867
618,31223.3333333,26680.5763921
619,32280.8333333,27383.991794
620,32451.0,28589.0405846
621,31107.5,28171.4300533
622,29015.5,28739.0375798
623,26777.6666667,28729.916478
624,24596.8333333,22006.3189683
625,23004.8333333,21826.2776459
626,22253.5,22031.9727015
627,21864.1666667,22266.4132032
628,22148.1666667,22788.065813
629,22550.8333333,22853.3119244
630,23151.6666667,23601.2529547
631,23503.8333333,25704.7003726
632,25751.8333333,27317.0706982
633,27616.8333333,29686.8917991
634,28204.6666667,30340.4098883
635,27968.3333333,30220.9501855
636,28124.1666667,30458.0420034
637,27864.1666667,30797.7619962
638,26618.6666667,30930.3778127
639,25927.6666667,31932.2255301
640,25584.8333333,30413.6365638
641,26388.8333333,30062.1723504
642,29542.0,27829.2986706
643,31502.6666667,30255.9438375
644,31923.6666667,30864.9040662
645,30976.1666667,31959.1533873
646,28708.6666667,32728.7235761
647,26087.0,32534.7433803
648,24005.0,26081.2221816
649,22798.0,26291.9641668
650,22289.3333333,25471.42812
651,22326.1666667,25650.9022348
652,23000.6666667,26151.9084384
653,25887.6666667,27575.0896213
654,30595.8333333,27990.6996769
655,33522.3333333,30742.3854925
656,34912.1666667,32710.1750251
657,35319.6666667,34452.4706089
658,34924.6666667,34785.3264848
659,34521.0,36416.7364884
660,34196.3333333,36440.0612062
661,33062.8333333,35618.2595297
662,32185.6666667,34684.7893905
663,31801.1666667,34375.5948749
664,31690.8333333,34224.6852221
665,31963.1666667,32809.3014193
666,34889.6666667,32081.9486721
667,35813.6666667,32151.6122757
668,35274.6666667,33416.586172
669,32809.6666667,33132.4691509
670,29546.6666667,32955.8116225
671,27352.0,33327.1880404
672,26630.1666667,24308.9434378
673,25051.1666667,23809.9142409
674,24593.0,23559.6434846
675,24447.0,23975.9238604
676,24949.0,24536.6268001
677,27422.6666667,25479.3333368
678,32296.5,26458.0450352
679,35245.8333333,28441.318238
680,36440.1666667,31641.2109697
681,36650.5,34535.9780083
682,36587.1666667,34571.4363953
683,36211.1666667,33896.843732
684,36051.5,33707.6310144
685,34744.6666667,33486.4855881
686,34076.3333333,33440.3009473
687,33981.3333333,33191.3358004
688,34064.6666667,33181.3322259
689,34712.1666667,32520.3845655
690,37513.1666667,33167.6520609
691,38486.1666667,32202.6916865
692,37677.0,33136.4090228
693,34994.3333333,33443.5207675
694,31486.5,33502.5496027
695,28946.3333333,34280.5347216
696,26792.8333333,27876.5255391
697,25280.5,27681.7707237
698,24702.3333333,27852.0388864
699,24556.5,28379.7921753
700,25036.5,28982.0335633
701,27494.6666667,28906.5134744
702,32245.1666667,28834.4189388
703,34782.8333333,29092.1741076
704,36129.0,29225.2654841
705,36800.1666667,28773.7798666
706,36713.8333333,31230.9180585
707,36386.0,33811.1018862
708,36473.8333333,37815.0848532
709,35365.1666667,36353.6031615
710,34724.8333333,35977.3473618
711,34630.8333333,35816.9716161
712,34702.6666667,35816.4319133
713,34898.1666667,35111.4791907
714,37577.1666667,35227.2536829
715,38202.5,34697.8642652
716,37539.8333333,34515.1174844
717,34983.6666667,33541.804157
718,31607.6666667,33680.2856651
719,28820.6666667,33459.3457763
720,26655.8333333,26777.4478379
721,25253.1666667,27093.802357
722,24651.5,27145.0625762
723,24558.0,28136.8907343
724,25097.3333333,27887.6025327
725,27604.1666667,27781.2122753
726,31950.5,27734.7572613
727,34604.8333333,29827.3993588
728,36074.1666667,31545.9964624
729,36719.1666667,34715.3948852
730,36656.3333333,34428.5102585
731,36094.6666667,34556.0907181
732,35847.5,34875.0654726
733,34460.0,34953.4442449
734,33738.0,33942.0639868
735,33089.8333333,32752.8623576
736,33102.6666667,32065.4730577
737,33390.3333333,31801.0770231
738,35752.8333333,31440.0965889
739,36308.8333333,31437.3099857
740,35857.8333333,31040.4008541
741,33835.1666667,31267.5750137
742,31000.6666667,31343.6784109
743,28846.3333333,30784.0991092
744,26605.1666667,23308.4456095
745,25032.6666667,24080.202286
746,24207.1666667,24221.0655072
747,23781.5,25185.5657957
748,23590.3333333,25562.2906986
749,24198.3333333,25972.0627662
750,25404.6666667,26758.527629
751,26680.8333333,27588.2033559
752,29787.1666667,29501.636941
753,31783.6666667,31071.5716088
754,32023.5,31843.9542237
755,31262.8333333,32180.671323
756,31211.0,32984.8248482
757,30411.6666667,32032.1538477
758,28950.0,32017.624863
759,28231.5,31432.1960197
760,27950.0,29889.1923841
761,28546.8333333,29069.5206453
762,31223.3333333,27840.8917845
763,32280.8333333,29164.4274888
764,32451.0,30071.9565185
765,31107.5,30933.5353982
766,29015.5,32653.0067207
767,26777.6666667,33170.3787553
768,24596.8333333,26840.6592596
769,23004.8333333,26228.7071314
770,22253.5,24768.680056
771,21864.1666667,24978.408711
772,22148.1666667,24047.4707922
773,22550.8333333,23272.717281
774,23151.6666667,24282.8559761
775,23503.8333333,26417.0952339
776,25751.8333333,27959.1597492
777,27616.8333333,29783.9643537
778,28204.6666667,30253.9450816
779,27968.3333333,30789.3755689
780,28124.1666667,30953.0154323
781,27864.1666667,30095.6455625
782,26618.6666667,30827.463782
783,25927.6666667,31087.3257134
784,25584.8333333,29006.8111659
785,26388.8333333,30025.9286487
786,29542.0,29614.0573005
787,31502.6666667,30468.9254031
788,31923.6666667,30349.1002388
789,30976.1666667,29895.7937587
790,28708.6666667,30703.9693898
791,26087.0,31205.4608465
792,24005.0,24039.9162683
793,22798.0,24450.3752406
794,22289.3333333,24582.3209637
795,22326.1666667,25288.1973176
796,23000.6666667,25034.4127421
797,25887.6666667,25215.3627685
798,30595.8333333,25024.0333031
799,33522.3333333,27049.027474
800,34912.1666667,29512.5103887
801,35319.6666667,31903.4185442
802,34924.6666667,32841.8874646
803,34521.0,33912.0509014
804,34196.3333333,35147.1737279
805,33062.8333333,34170.9597365
806,32185.6666667,32275.4834117
807,31801.1666667,32158.3927809
808,31690.8333333,30943.5925214
809,31963.1666667,29980.6078688
810,34889.6666667,29333.1694658
811,35813.6666667,29734.428724
812,35274.6666667,31133.3812502
813,32809.6666667,31384.2295834
814,29546.6666667,32170.395058
815,27352.0,32599.4510991
816,25393.0,25864.4972153
817,24237.3333333,26303.3892228
818,23793.3333333,26479.2176787
819,23684.0,26802.3016275
820,24311.0,27243.6681006
821,26720.3333333,27036.1810603
822,30951.5,26279.1066837
823,33601.1666667,27640.2323602
824,34530.3333333,29640.0599531
825,34771.0,29422.4017897
826,34381.1666667,30568.299145
827,34074.8333333,31170.0484238
828,33790.5,32029.2261486
829,32599.6666667,30613.7443927
830,31799.0,29017.8670305
831,31498.6666667,29440.2254206
832,31395.1666667,27809.0342348
833,31442.6666667,27149.569978
834,34427.1666667,27576.6389225
835,35774.8333333,28012.6687718
836,35553.1666667,28710.3010608
837,32831.8333333,28632.5883711
838,29623.0,29384.8237724
839,27275.5,29205.030761
840,26792.8333333,26443.8464489
841,25280.5,27705.807229
842,24702.3333333,28631.5270433
843,24556.5,29081.1004118
844,25036.5,28935.1636274
845,27494.6666667,29197.41283
846,32245.1666667,29026.0650593
847,34782.8333333,30471.1339931
848,36129.0,31223.5796776
849,36800.1666667,31659.0721652
850,36713.8333333,33214.9443807
851,36386.0,34116.311944
852,36473.8333333,34784.1844495
853,35365.1666667,34365.6047365
854,34724.8333333,34029.1894755
855,34630.8333333,34084.7366503
856,34702.6666667,33124.7658762
857,34898.1666667,32829.5572229
858,37577.1666667,32794.719747
859,38202.5,34098.3508255
860,37539.8333333,33377.9632678
861,34983.6666667,34296.4651855
862,31607.6666667,34291.4284232
863,28820.6666667,34189.3844174
864,26655.8333333,26277.068389
865,25253.1666667,26981.9154354
866,24651.5,27484.6188385
867,24558.0,26752.6425587
868,25097.3333333,27522.7138266
869,27604.1666667,26807.6415997
870,31950.5,28052.2061335
871,34604.8333333,29148.1483498
872,36074.1666667,31647.9311259
873,36719.1666667,33244.5165483
874,36656.3333333,34474.1021642
875,36094.6666667,35548.5163551
876,35847.5,36283.1914965
877,34460.0,34637.7775142
878,33738.0,34280.3743575
879,33089.8333333,33288.2208605
880,33102.6666667,33057.0634149
881,33390.3333333,31642.6248318
882,35752.8333333,30552.5129313
883,36308.8333333,30905.8218516
884,35857.8333333,31456.0765803
885,33835.1666667,31574.9665478
886,31000.6666667,31023.7408764
887,28846.3333333,31009.3026109
888,26605.1666667,23533.9786412
889,25032.6666667,23309.5199382
890,24207.1666667,24378.9754725
891,23781.5,23545.7541308
892,23590.3333333,24296.0980862
893,24198.3333333,23726.6098954
894,25404.6666667,25390.1035828
895,26680.8333333,26988.1548343
896,29787.1666667,29224.7306052
897,31783.6666667,30818.4825419
898,32023.5,31382.4194588
899,31262.8333333,33299.5924823
900,31211.0,33547.8820282
901,30411.6666667,32085.5789054
902,28950.0,31223.262303
903,28231.5,31117.8377764
904,27950.0,29617.4849276
905,28546.8333333,29097.365863
906,31223.3333333,27238.8060857
907,32280.8333333,28668.3490342
908,32451.0,29295.4553785
909,31107.5,29289.5420503
910,29015.5,29367.9629503
911,26777.6666667,30052.3748449
