prediction_date,PTLoad
2016-02-29 14:00:00,6860.95
2016-02-29 15:00:00,6749.55
2016-02-29 16:00:00,6663.125
2016-02-29 17:00:00,6446.175
2016-02-29 18:00:00,6920.0
2016-02-29 19:00:00,7708.625
2016-02-29 20:00:00,7681.725
2016-02-29 21:00:00,7434.025
2016-02-29 22:00:00,7016.5
2016-02-29 23:00:00,6290.45
2016-03-01 00:00:00,5604.55
2016-03-01 01:00:00,5208.925
2016-03-01 02:00:00,4979.275
2016-03-01 03:00:00,4866.225
2016-03-01 04:00:00,4839.55
2016-03-01 05:00:00,4908.725
2016-03-01 06:00:00,5158.375
2016-03-01 07:00:00,5766.2
2016-03-01 08:00:00,6641.575
2016-03-01 09:00:00,7030.8
2016-03-01 10:00:00,7073.575
2016-03-01 11:00:00,7140.9
2016-03-01 12:00:00,6897.8
2016-03-01 13:00:00,6648.45
2016-03-01 14:00:00,6766.7
2016-03-01 15:00:00,6653.925
2016-03-01 16:00:00,6580.025
2016-03-01 17:00:00,6434.8
2016-03-01 18:00:00,6855.6
2016-03-01 19:00:00,7643.275
2016-03-01 20:00:00,7625.05
2016-03-01 21:00:00,7339.875
2016-03-01 22:00:00,6957.975
2016-03-01 23:00:00,6231.525
2016-03-02 00:00:00,5580.775
2016-03-02 01:00:00,5172.175
2016-03-02 02:00:00,4938.175
2016-03-02 03:00:00,4829.15
2016-03-02 04:00:00,4807.775
2016-03-02 05:00:00,4881.9
2016-03-02 06:00:00,5157.0
2016-03-02 07:00:00,5769.175
2016-03-02 08:00:00,6613.8
2016-03-02 09:00:00,6972.925
2016-03-02 10:00:00,7121.35
2016-03-02 11:00:00,7236.375
2016-03-02 12:00:00,7019.925
2016-03-02 13:00:00,6855.575
2016-03-02 14:00:00,6974.775
2016-03-02 15:00:00,6906.275
2016-03-02 16:00:00,6855.75
2016-03-02 17:00:00,6682.95
2016-03-02 18:00:00,7036.35
2016-03-02 19:00:00,7676.9
2016-03-02 20:00:00,7596.075
2016-03-02 21:00:00,7279.75
2016-03-02 22:00:00,6893.5
2016-03-02 23:00:00,6171.9
2016-03-03 00:00:00,5558.775
2016-03-03 01:00:00,5163.375
2016-03-03 02:00:00,4964.45
2016-03-03 03:00:00,4849.7
2016-03-03 04:00:00,4810.1
2016-03-03 05:00:00,4881.325
2016-03-03 06:00:00,5137.65
2016-03-03 07:00:00,5744.375
2016-03-03 08:00:00,6538.25
2016-03-03 09:00:00,6896.675
2016-03-03 10:00:00,6993.65
2016-03-03 11:00:00,7034.375
2016-03-03 12:00:00,6786.475
2016-03-03 13:00:00,6574.825
2016-03-03 14:00:00,6668.575
2016-03-03 15:00:00,6555.775
2016-03-03 16:00:00,6480.65
2016-03-03 17:00:00,6343.5
2016-03-03 18:00:00,6739.75
2016-03-03 19:00:00,7579.5
2016-03-03 20:00:00,7495.9
2016-03-03 21:00:00,7168.8
2016-03-03 22:00:00,6811.65
2016-03-03 23:00:00,6147.725
2016-03-04 00:00:00,5547.55
2016-03-04 01:00:00,5177.1
2016-03-04 02:00:00,4955.875
2016-03-04 03:00:00,4844.35
2016-03-04 04:00:00,4828.475
2016-03-04 05:00:00,4895.4
2016-03-04 06:00:00,5158.45
2016-03-04 07:00:00,5797.475
2016-03-04 08:00:00,6687.8
2016-03-04 09:00:00,7143.35
2016-03-04 10:00:00,7214.175
2016-03-04 11:00:00,7378.8
2016-03-04 12:00:00,7219.075
2016-03-04 13:00:00,7085.475
2016-03-04 14:00:00,7195.4
2016-03-04 15:00:00,7095.975
2016-03-04 16:00:00,7007.1
2016-03-04 17:00:00,6764.85
2016-03-04 18:00:00,6970.175
2016-03-04 19:00:00,7572.175
2016-03-04 20:00:00,7462.575
2016-03-04 21:00:00,7153.325
2016-03-04 22:00:00,6797.725
2016-03-04 23:00:00,6132.15
2016-03-05 00:00:00,5537.375
2016-03-05 01:00:00,5154.9
2016-03-05 02:00:00,4870.125
2016-03-05 03:00:00,4735.05
2016-03-05 04:00:00,4637.4
2016-03-05 05:00:00,4620.975
2016-03-05 06:00:00,4557.125
2016-03-05 07:00:00,4635.35
2016-03-05 08:00:00,5136.15
2016-03-05 09:00:00,5641.675
2016-03-05 10:00:00,5830.375
2016-03-05 11:00:00,5987.525
2016-03-05 12:00:00,6039.65
2016-03-05 13:00:00,5891.95
2016-03-05 14:00:00,5806.85
2016-03-05 15:00:00,5703.6
2016-03-05 16:00:00,5625.9
2016-03-05 17:00:00,5659.725
2016-03-05 18:00:00,6178.425
2016-03-05 19:00:00,6926.8
2016-03-05 20:00:00,6891.0
2016-03-05 21:00:00,6497.225
2016-03-05 22:00:00,6176.75
2016-03-05 23:00:00,5776.475
2016-03-06 00:00:00,5235.725
2016-03-06 01:00:00,4819.0
2016-03-06 02:00:00,4542.275
2016-03-06 03:00:00,4399.425
2016-03-06 04:00:00,4295.825
2016-03-06 05:00:00,4299.75
2016-03-06 06:00:00,4199.1
2016-03-06 07:00:00,4143.925
2016-03-06 08:00:00,4490.875
2016-03-06 09:00:00,4940.5
2016-03-06 10:00:00,5322.975
2016-03-06 11:00:00,5604.05
2016-03-06 12:00:00,5773.45
2016-03-06 13:00:00,5550.2
2016-03-06 14:00:00,5361.65
2016-03-06 15:00:00,5238.125
2016-03-06 16:00:00,5117.25
2016-03-06 17:00:00,5239.3
2016-03-06 18:00:00,5816.525
2016-03-06 19:00:00,6666.725
2016-03-06 20:00:00,6746.25
2016-03-06 21:00:00,6536.25
2016-03-06 22:00:00,6225.45
2016-03-06 23:00:00,5670.175
2016-03-07 00:00:00,5132.125
2016-03-07 01:00:00,4775.7
2016-03-07 02:00:00,4574.625
2016-03-07 03:00:00,4457.125
2016-03-07 04:00:00,4427.225
2016-03-07 05:00:00,4552.125
2016-03-07 06:00:00,4889.05
2016-03-07 07:00:00,5497.75
2016-03-07 08:00:00,6435.375
2016-03-07 09:00:00,6985.7
2016-03-07 10:00:00,7160.775
2016-03-07 11:00:00,7294.575
2016-03-07 12:00:00,7146.35
2016-03-07 13:00:00,7010.775
2016-03-07 14:00:00,7079.5
2016-03-07 15:00:00,6991.825
2016-03-07 16:00:00,6917.125
2016-03-07 17:00:00,6712.675
2016-03-07 18:00:00,6992.85
2016-03-07 19:00:00,7756.05
2016-03-07 20:00:00,7683.3
2016-03-07 21:00:00,7331.2
2016-03-07 22:00:00,6913.7
2016-03-07 23:00:00,6175.175
2016-03-08 00:00:00,5534.0
2016-03-08 01:00:00,5125.95
2016-03-08 02:00:00,4928.9
2016-03-08 03:00:00,4807.0
2016-03-08 04:00:00,4770.375
2016-03-08 05:00:00,4856.6
2016-03-08 06:00:00,5049.675
2016-03-08 07:00:00,5619.8
2016-03-08 08:00:00,6604.55
2016-03-08 09:00:00,6994.45
2016-03-08 10:00:00,7057.875
2016-03-08 11:00:00,7122.6
2016-03-08 12:00:00,6933.725
2016-03-08 13:00:00,6740.95
2016-03-08 14:00:00,6842.4
2016-03-08 15:00:00,6710.275
2016-03-08 16:00:00,6605.375
2016-03-08 17:00:00,6426.575
2016-03-08 18:00:00,6790.325
2016-03-08 19:00:00,7648.65
2016-03-08 20:00:00,7565.2
2016-03-08 21:00:00,7240.875
2016-03-08 22:00:00,6891.9
2016-03-08 23:00:00,6174.15
2016-03-09 00:00:00,5555.6
2016-03-09 01:00:00,5153.0
2016-03-09 02:00:00,4956.525
2016-03-09 03:00:00,4855.65
2016-03-09 04:00:00,4800.525
2016-03-09 05:00:00,4897.15
2016-03-09 06:00:00,5077.95
2016-03-09 07:00:00,5734.3
2016-03-09 08:00:00,6709.65
2016-03-09 09:00:00,7221.55
2016-03-09 10:00:00,7393.125
2016-03-09 11:00:00,7534.475
2016-03-09 12:00:00,7367.9
2016-03-09 13:00:00,7122.5
2016-03-09 14:00:00,7206.65
2016-03-09 15:00:00,7106.55
2016-03-09 16:00:00,7034.2
2016-03-09 17:00:00,6830.9
2016-03-09 18:00:00,7086.575
2016-03-09 19:00:00,7810.425
2016-03-09 20:00:00,7719.15
2016-03-09 21:00:00,7422.55
2016-03-09 22:00:00,7011.3
2016-03-09 23:00:00,6270.1
2016-03-10 00:00:00,5658.7
2016-03-10 01:00:00,5244.175
2016-03-10 02:00:00,4987.125
2016-03-10 03:00:00,4908.65
2016-03-10 04:00:00,4890.25
2016-03-10 05:00:00,4955.6
2016-03-10 06:00:00,5155.875
2016-03-10 07:00:00,5733.1
2016-03-10 08:00:00,6636.875
2016-03-10 09:00:00,7042.2
2016-03-10 10:00:00,7102.975
2016-03-10 11:00:00,7200.0
2016-03-10 12:00:00,6966.325
2016-03-10 13:00:00,6754.85
2016-03-10 14:00:00,6862.45
2016-03-10 15:00:00,6767.275
2016-03-10 16:00:00,6690.2
2016-03-10 17:00:00,6497.3
2016-03-10 18:00:00,6773.0
2016-03-10 19:00:00,7644.55
2016-03-10 20:00:00,7634.425
2016-03-10 21:00:00,7368.35
2016-03-10 22:00:00,6966.55
2016-03-10 23:00:00,6216.05
2016-03-11 00:00:00,5544.625
2016-03-11 01:00:00,5163.1
2016-03-11 02:00:00,4916.725
2016-03-11 03:00:00,4801.025
2016-03-11 04:00:00,4811.55
2016-03-11 05:00:00,4891.025
2016-03-11 06:00:00,5083.775
2016-03-11 07:00:00,5662.525
2016-03-11 08:00:00,6541.9
2016-03-11 09:00:00,6914.375
2016-03-11 10:00:00,6973.375
2016-03-11 11:00:00,7033.375
2016-03-11 12:00:00,6830.2
2016-03-11 13:00:00,6678.5
2016-03-11 14:00:00,6748.925
2016-03-11 15:00:00,6572.775
2016-03-11 16:00:00,6447.825
2016-03-11 17:00:00,6253.25
2016-03-11 18:00:00,6480.975
2016-03-11 19:00:00,7313.175
2016-03-11 20:00:00,7292.525
2016-03-11 21:00:00,7058.375
2016-03-11 22:00:00,6748.4
2016-03-11 23:00:00,6137.875
2016-03-12 00:00:00,5515.925
2016-03-12 01:00:00,5136.6
2016-03-12 02:00:00,4867.875
2016-03-12 03:00:00,4713.4
2016-03-12 04:00:00,4620.625
2016-03-12 05:00:00,4588.575
2016-03-12 06:00:00,4513.925
2016-03-12 07:00:00,4606.175
2016-03-12 08:00:00,5134.875
2016-03-12 09:00:00,5530.9
2016-03-12 10:00:00,5681.6
2016-03-12 11:00:00,5765.25
2016-03-12 12:00:00,5811.75
2016-03-12 13:00:00,5543.5
2016-03-12 14:00:00,5447.05
2016-03-12 15:00:00,5304.925
2016-03-12 16:00:00,5194.825
2016-03-12 17:00:00,5241.9
2016-03-12 18:00:00,5737.15
2016-03-12 19:00:00,6650.2
2016-03-12 20:00:00,6669.85
2016-03-12 21:00:00,6333.55
2016-03-12 22:00:00,6008.725
2016-03-12 23:00:00,5566.125
2016-03-13 00:00:00,5065.725
2016-03-13 01:00:00,4706.425
2016-03-13 02:00:00,4477.875
2016-03-13 03:00:00,4368.025
2016-03-13 04:00:00,4280.925
2016-03-13 05:00:00,4258.125
2016-03-13 06:00:00,4153.775
2016-03-13 07:00:00,4140.675
2016-03-13 08:00:00,4459.8
2016-03-13 09:00:00,4840.925
2016-03-13 10:00:00,5127.05
2016-03-13 11:00:00,5335.55
2016-03-13 12:00:00,5439.75
2016-03-13 13:00:00,5164.95
2016-03-13 14:00:00,4942.475
2016-03-13 15:00:00,4796.8
2016-03-13 16:00:00,4645.6
2016-03-13 17:00:00,4697.55
2016-03-13 18:00:00,5235.7
2016-03-13 19:00:00,6235.925
2016-03-13 20:00:00,6399.65
2016-03-13 21:00:00,6224.025
2016-03-13 22:00:00,5911.0
2016-03-13 23:00:00,5384.725
2016-03-14 00:00:00,4947.625
2016-03-14 01:00:00,4619.35
2016-03-14 02:00:00,4483.0
2016-03-14 03:00:00,4394.975
2016-03-14 04:00:00,4405.575
2016-03-14 05:00:00,4526.65
2016-03-14 06:00:00,4777.8
2016-03-14 07:00:00,5413.325
2016-03-14 08:00:00,6313.625
2016-03-14 09:00:00,6699.6
2016-03-14 10:00:00,6781.175
2016-03-14 11:00:00,6839.6
2016-03-14 12:00:00,6687.7
2016-03-14 13:00:00,6495.775
2016-03-14 14:00:00,6581.45
2016-03-14 15:00:00,6463.25
2016-03-14 16:00:00,6383.7
2016-03-14 17:00:00,6245.675
2016-03-14 18:00:00,6510.85
2016-03-14 19:00:00,7308.775
2016-03-14 20:00:00,7229.85
2016-03-14 21:00:00,6982.95
2016-03-14 22:00:00,6633.75
2016-03-14 23:00:00,5934.925
2016-03-15 00:00:00,5402.0
2016-03-15 01:00:00,5009.325
2016-03-15 02:00:00,4810.975
2016-03-15 03:00:00,4725.1
2016-03-15 04:00:00,4705.875
2016-03-15 05:00:00,4771.475
2016-03-15 06:00:00,4957.525
2016-03-15 07:00:00,5600.575
2016-03-15 08:00:00,6466.625
2016-03-15 09:00:00,6966.875
2016-03-15 10:00:00,7108.3
2016-03-15 11:00:00,7240.85
2016-03-15 12:00:00,7081.975
2016-03-15 13:00:00,6913.075
2016-03-15 14:00:00,6997.9
2016-03-15 15:00:00,6929.1
2016-03-15 16:00:00,6839.575
2016-03-15 17:00:00,6640.275
2016-03-15 18:00:00,6759.625
2016-03-15 19:00:00,7503.325
2016-03-15 20:00:00,7436.4
2016-03-15 21:00:00,7145.6
2016-03-15 22:00:00,6769.325
2016-03-15 23:00:00,6091.9
2016-03-16 00:00:00,5486.725
2016-03-16 01:00:00,5123.225
2016-03-16 02:00:00,4905.125
2016-03-16 03:00:00,4798.025
2016-03-16 04:00:00,4788.775
2016-03-16 05:00:00,4848.775
2016-03-16 06:00:00,4972.05
2016-03-16 07:00:00,5634.85
